run,type,module,name,attrname,attrvalue,value
UniformCQI-5-20180915-18:13:04-15168,param,,,**.**.nFrameSlots,25,
UniformCQI-5-20180915-18:13:04-15168,param,,,**.webServer[*].size_uniform_a,3,
UniformCQI-5-20180915-18:13:04-15168,param,,,**.webServer[*].size_uniform_b,75,
UniformCQI-5-20180915-18:13:04-15168,param,,,CellularNetwork.users[*].cqi_binomial_n,14,
UniformCQI-5-20180915-18:13:04-15168,param,,,CellularNetwork.users[*].cqi_binomial_p,0.5,
UniformCQI-5-20180915-18:13:04-15168,param,,,CellularNetwork.users[*].validationCQI,false,
UniformCQI-5-20180915-18:13:04-15168,param,,,CellularNetwork.users[*].fixedCQI,0,
UniformCQI-5-20180915-18:13:04-15168,param,,,**.webServer[*].fixedRate,false,
UniformCQI-6-20180915-18:13:06-15173,runattr,,,configname,UniformCQI,
UniformCQI-6-20180915-18:13:06-15173,runattr,,,datetime,20180915-18:13:06,
UniformCQI-6-20180915-18:13:06-15173,runattr,,,experiment,UniformCQI,
UniformCQI-6-20180915-18:13:06-15173,runattr,,,inifile,omnetpp.ini,
UniformCQI-6-20180915-18:13:06-15173,runattr,,,iterationvars,$usertraffic=0.1,
UniformCQI-6-20180915-18:13:06-15173,runattr,,,iterationvarsf,usertraffic=0.1-,
UniformCQI-6-20180915-18:13:06-15173,runattr,,,measurement,$usertraffic=0.1,
UniformCQI-6-20180915-18:13:06-15173,runattr,,,network,rrcellnet.CellularNetwork,
UniformCQI-6-20180915-18:13:06-15173,runattr,,,processid,15173,
UniformCQI-6-20180915-18:13:06-15173,runattr,,,repetition,6,
UniformCQI-6-20180915-18:13:06-15173,runattr,,,replication,#6,
UniformCQI-6-20180915-18:13:06-15173,runattr,,,resultdir,results,
UniformCQI-6-20180915-18:13:06-15173,runattr,,,runnumber,6,
UniformCQI-6-20180915-18:13:06-15173,runattr,,,seedset,6,
UniformCQI-6-20180915-18:13:06-15173,itervar,,,usertraffic,0.1,
