run,type,module,name,attrname,attrvalue,value
RegressionTest-3-20180920-01:30:51-7752,param,,,**.webServer[*].size_uniform_b,75,
RegressionTest-3-20180920-01:30:51-7752,param,,,CellularNetwork.users[*].cqi_binomial_n,14,
RegressionTest-3-20180920-01:30:51-7752,param,,,CellularNetwork.users[*].cqi_binomial_p,0.5,
RegressionTest-3-20180920-01:30:51-7752,param,,,CellularNetwork.users[*].validationCQI,false,
RegressionTest-3-20180920-01:30:51-7752,param,,,CellularNetwork.users[*].fixedCQI,0,
RegressionTest-3-20180920-01:30:51-7752,param,,,**.webServer[*].fixedRate,false,
RegressionTest-4-20180920-01:30:51-7757,runattr,,,configname,RegressionTest,
RegressionTest-4-20180920-01:30:51-7757,runattr,,,datetime,20180920-01:30:51,
RegressionTest-4-20180920-01:30:51-7757,runattr,,,experiment,RegressionTest,
RegressionTest-4-20180920-01:30:51-7757,runattr,,,inifile,omnetpp.ini,
RegressionTest-4-20180920-01:30:51-7757,runattr,,,iterationvars,$usertraffic=0.1,
RegressionTest-4-20180920-01:30:51-7757,runattr,,,iterationvarsf,usertraffic=0.1-,
RegressionTest-4-20180920-01:30:51-7757,runattr,,,measurement,$usertraffic=0.1,
RegressionTest-4-20180920-01:30:51-7757,runattr,,,network,rrcellnet.CellularNetwork,
RegressionTest-4-20180920-01:30:51-7757,runattr,,,processid,7757,
RegressionTest-4-20180920-01:30:51-7757,runattr,,,repetition,4,
RegressionTest-4-20180920-01:30:51-7757,runattr,,,replication,#4,
RegressionTest-4-20180920-01:30:51-7757,runattr,,,resultdir,results,
RegressionTest-4-20180920-01:30:51-7757,runattr,,,runnumber,4,
RegressionTest-4-20180920-01:30:51-7757,runattr,,,seedset,4,
RegressionTest-4-20180920-01:30:51-7757,itervar,,,usertraffic,0.1,
RegressionTest-4-20180920-01:30:51-7757,param,,,**.nUsersCell,1,
RegressionTest-4-20180920-01:30:51-7757,param,,,**.webServer[*].lambda,0.1,
RegressionTest-4-20180920-01:30:51-7757,param,,,CellularNetwork.users[*].isBinomial,false,
RegressionTest-4-20180920-01:30:51-7757,param,,,**.bestCQIScheduler,false,
RegressionTest-4-20180920-01:30:51-7757,param,,,**.**.timeFramePeriod,1ms,
RegressionTest-4-20180920-01:30:51-7757,param,,,**.**.nFrameSlots,25,
RegressionTest-4-20180920-01:30:51-7757,param,,,**.webServer[*].size_uniform_a,3,
RegressionTest-4-20180920-01:30:51-7757,param,,,**.webServer[*].size_uniform_b,75,
RegressionTest-4-20180920-01:30:51-7757,param,,,CellularNetwork.users[*].cqi_binomial_n,14,
RegressionTest-4-20180920-01:30:51-7757,param,,,CellularNetwork.users[*].cqi_binomial_p,0.5,
RegressionTest-4-20180920-01:30:51-7757,param,,,CellularNetwork.users[*].validationCQI,false,
RegressionTest-4-20180920-01:30:51-7757,param,,,CellularNetwork.users[*].fixedCQI,0,
RegressionTest-4-20180920-01:30:51-7757,param,,,**.webServer[*].fixedRate,false,
RegressionTest-5-20180920-01:30:52-7762,runattr,,,configname,RegressionTest,
RegressionTest-5-20180920-01:30:52-7762,runattr,,,datetime,20180920-01:30:52,
RegressionTest-5-20180920-01:30:52-7762,runattr,,,experiment,RegressionTest,
RegressionTest-5-20180920-01:30:52-7762,runattr,,,inifile,omnetpp.ini,
RegressionTest-5-20180920-01:30:52-7762,runattr,,,iterationvars,$usertraffic=0.1,
RegressionTest-5-20180920-01:30:52-7762,runattr,,,iterationvarsf,usertraffic=0.1-,
RegressionTest-5-20180920-01:30:52-7762,runattr,,,measurement,$usertraffic=0.1,
RegressionTest-5-20180920-01:30:52-7762,runattr,,,network,rrcellnet.CellularNetwork,
RegressionTest-5-20180920-01:30:52-7762,runattr,,,processid,7762,
RegressionTest-5-20180920-01:30:52-7762,runattr,,,repetition,5,
RegressionTest-5-20180920-01:30:52-7762,runattr,,,replication,#5,
RegressionTest-5-20180920-01:30:52-7762,runattr,,,resultdir,results,
RegressionTest-5-20180920-01:30:52-7762,runattr,,,runnumber,5,
RegressionTest-5-20180920-01:30:52-7762,runattr,,,seedset,5,
RegressionTest-5-20180920-01:30:52-7762,itervar,,,usertraffic,0.1,
RegressionTest-5-20180920-01:30:52-7762,param,,,**.nUsersCell,1,
RegressionTest-5-20180920-01:30:52-7762,param,,,**.webServer[*].lambda,0.1,
RegressionTest-5-20180920-01:30:52-7762,param,,,CellularNetwork.users[*].isBinomial,false,
RegressionTest-5-20180920-01:30:52-7762,param,,,**.bestCQIScheduler,false,
RegressionTest-5-20180920-01:30:52-7762,param,,,**.**.timeFramePeriod,1ms,
RegressionTest-5-20180920-01:30:52-7762,param,,,**.**.nFrameSlots,25,
RegressionTest-5-20180920-01:30:52-7762,param,,,**.webServer[*].size_uniform_a,3,
RegressionTest-5-20180920-01:30:52-7762,param,,,**.webServer[*].size_uniform_b,75,
RegressionTest-5-20180920-01:30:52-7762,param,,,CellularNetwork.users[*].cqi_binomial_n,14,
RegressionTest-5-20180920-01:30:52-7762,param,,,CellularNetwork.users[*].cqi_binomial_p,0.5,
RegressionTest-5-20180920-01:30:52-7762,param,,,CellularNetwork.users[*].validationCQI,false,
RegressionTest-5-20180920-01:30:52-7762,param,,,CellularNetwork.users[*].fixedCQI,0,
RegressionTest-5-20180920-01:30:52-7762,param,,,**.webServer[*].fixedRate,false,
RegressionTest-6-20180920-01:30:52-7767,runattr,,,configname,RegressionTest,
RegressionTest-6-20180920-01:30:52-7767,runattr,,,datetime,20180920-01:30:52,
RegressionTest-6-20180920-01:30:52-7767,runattr,,,experiment,RegressionTest,
RegressionTest-6-20180920-01:30:52-7767,runattr,,,inifile,omnetpp.ini,
RegressionTest-6-20180920-01:30:52-7767,runattr,,,iterationvars,$usertraffic=0.1,
RegressionTest-6-20180920-01:30:52-7767,runattr,,,iterationvarsf,usertraffic=0.1-,
RegressionTest-6-20180920-01:30:52-7767,runattr,,,measurement,$usertraffic=0.1,
RegressionTest-6-20180920-01:30:52-7767,runattr,,,network,rrcellnet.CellularNetwork,
RegressionTest-6-20180920-01:30:52-7767,runattr,,,processid,7767,
RegressionTest-6-20180920-01:30:52-7767,runattr,,,repetition,6,
RegressionTest-6-20180920-01:30:52-7767,runattr,,,replication,#6,
RegressionTest-6-20180920-01:30:52-7767,runattr,,,resultdir,results,
RegressionTest-6-20180920-01:30:52-7767,runattr,,,runnumber,6,
RegressionTest-6-20180920-01:30:52-7767,runattr,,,seedset,6,
RegressionTest-6-20180920-01:30:52-7767,itervar,,,usertraffic,0.1,
RegressionTest-6-20180920-01:30:52-7767,param,,,**.nUsersCell,1,
RegressionTest-6-20180920-01:30:52-7767,param,,,**.webServer[*].lambda,0.1,
RegressionTest-6-20180920-01:30:52-7767,param,,,CellularNetwork.users[*].isBinomial,false,
RegressionTest-6-20180920-01:30:52-7767,param,,,**.bestCQIScheduler,false,
RegressionTest-6-20180920-01:30:52-7767,param,,,**.**.timeFramePeriod,1ms,
RegressionTest-6-20180920-01:30:52-7767,param,,,**.**.nFrameSlots,25,
RegressionTest-6-20180920-01:30:52-7767,param,,,**.webServer[*].size_uniform_a,3,
RegressionTest-6-20180920-01:30:52-7767,param,,,**.webServer[*].size_uniform_b,75,
RegressionTest-6-20180920-01:30:52-7767,param,,,CellularNetwork.users[*].cqi_binomial_n,14,
RegressionTest-6-20180920-01:30:52-7767,param,,,CellularNetwork.users[*].cqi_binomial_p,0.5,
RegressionTest-6-20180920-01:30:52-7767,param,,,CellularNetwork.users[*].validationCQI,false,
RegressionTest-6-20180920-01:30:52-7767,param,,,CellularNetwork.users[*].fixedCQI,0,
RegressionTest-6-20180920-01:30:52-7767,param,,,**.webServer[*].fixedRate,false,
RegressionTest-7-20180920-01:30:52-7772,runattr,,,configname,RegressionTest,
RegressionTest-7-20180920-01:30:52-7772,runattr,,,datetime,20180920-01:30:52,
RegressionTest-7-20180920-01:30:52-7772,runattr,,,experiment,RegressionTest,
RegressionTest-7-20180920-01:30:52-7772,runattr,,,inifile,omnetpp.ini,
RegressionTest-7-20180920-01:30:52-7772,runattr,,,iterationvars,$usertraffic=0.1,
RegressionTest-7-20180920-01:30:52-7772,runattr,,,iterationvarsf,usertraffic=0.1-,
RegressionTest-7-20180920-01:30:52-7772,runattr,,,measurement,$usertraffic=0.1,
RegressionTest-7-20180920-01:30:52-7772,runattr,,,network,rrcellnet.CellularNetwork,
RegressionTest-7-20180920-01:30:52-7772,runattr,,,processid,7772,
